input_sequence,target_word
"w,a,k,t,_,_,_,_,_,_",waktu
"w,a,k,t,u,_,_,_,_,_",waktu
"w,_,_,_,_,_,_,_,_,_",wajah
"w,a,_,_,_,_,_,_,_,_",wajah
"w,a,j,_,_,_,_,_,_,_",wajah
"w,a,j,a,_,_,_,_,_,_",wajah
"w,a,j,a,h,_,_,_,_,_",wajah
"w,_,_,_,_,_,_,_,_,_",wanita
"w,a,_,_,_,_,_,_,_,_",wanita
"w,a,n,_,_,_,_,_,_,_",wanita
"w,a,n,i,_,_,_,_,_,_",wanita
"w,a,n,i,t,_,_,_,_,_",wanita
"w,a,n,i,t,a,_,_,_,_",wanita
"w,_,_,_,_,_,_,_,_,_",warung
"w,a,_,_,_,_,_,_,_,_",warung
"w,a,r,_,_,_,_,_,_,_",warung
"w,a,r,u,_,_,_,_,_,_",warung
"w,a,r,u,n,_,_,_,_,_",warung
"w,a,r,u,n,g,_,_,_,_",warung
"w,_,_,_,_,_,_,_,_,_",wayang
"w,a,_,_,_,_,_,_,_,_",wayang
"w,a,y,_,_,_,_,_,_,_",wayang
"w,a,y,a,_,_,_,_,_,_",wayang
"w,a,y,a,n,_,_,_,_,_",wayang
"w,a,y,a,n,g,_,_,_,_",wayang
"w,_,_,_,_,_,_,_,_,_",wudu
"w,u,_,_,_,_,_,_,_,_",wudu
"w,u,d,_,_,_,_,_,_,_",wudu
"w,u,d,u,_,_,_,_,_,_",wudu
"w,_,_,_,_,_,_,_,_,_",warga
"w,a,_,_,_,_,_,_,_,_",warga
"w,a,r,_,_,_,_,_,_,_",warga
"w,a,r,g,_,_,_,_,_,_",warga
"w,a,r,g,a,_,_,_,_,_",warga
"w,_,_,_,_,_,_,_,_,_",wisata
"w,i,_,_,_,_,_,_,_,_",wisata
"w,i,s,_,_,_,_,_,_,_",wisata
"w,i,s,a,_,_,_,_,_,_",wisata
"w,i,s,a,t,_,_,_,_,_",wisata
"w,i,s,a,t,a,_,_,_,_",wisata
"w,_,_,_,_,_,_,_,_,_",weton
"w,e,_,_,_,_,_,_,_,_",weton
"w,e,t,_,_,_,_,_,_,_",weton
"w,e,t,o,_,_,_,_,_,_",weton
"w,e,t,o,n,_,_,_,_,_",weton
"x,_,_,_,_,_,_,_,_,_",xerox
"x,e,_,_,_,_,_,_,_,_",xerox
"x,e,r,_,_,_,_,_,_,_",xerox
"x,e,r,o,_,_,_,_,_,_",xerox
"x,e,r,o,x,_,_,_,_,_",xerox
"x,_,_,_,_,_,_,_,_,_",xenon
"x,e,_,_,_,_,_,_,_,_",xenon
"x,e,n,_,_,_,_,_,_,_",xenon
"x,e,n,o,_,_,_,_,_,_",xenon
"x,e,n,o,n,_,_,_,_,_",xenon
"x,_,_,_,_,_,_,_,_,_",xylophone
"x,y,_,_,_,_,_,_,_,_",xylophone
"x,y,l,_,_,_,_,_,_,_",xylophone
"x,y,l,o,_,_,_,_,_,_",xylophone
"x,y,l,o,p,_,_,_,_,_",xylophone
"x,y,l,o,p,h,_,_,_,_",xylophone
"x,y,l,o,p,h,o,_,_,_",xylophone
"x,y,l,o,p,h,o,n,_,_",xylophone
"x,y,l,o,p,h,o,n,e,_",xylophone
"x,_,_,_,_,_,_,_,_,_",x-ray
"x,-,_,_,_,_,_,_,_,_",x-ray
"x,-,r,_,_,_,_,_,_,_",x-ray
"x,-,r,a,_,_,_,_,_,_",x-ray
"x,-,r,a,y,_,_,_,_,_",x-ray
"x,_,_,_,_,_,_,_,_,_",xbox
"x,b,_,_,_,_,_,_,_,_",xbox
"x,b,o,_,_,_,_,_,_,_",xbox
"x,b,o,x,_,_,_,_,_,_",xbox
"x,_,_,_,_,_,_,_,_,_",xml
"x,m,_,_,_,_,_,_,_,_",xml
"x,m,l,_,_,_,_,_,_,_",xml
"x,_,_,_,_,_,_,_,_,_",xerus
"x,e,_,_,_,_,_,_,_,_",xerus
"x,e,r,_,_,_,_,_,_,_",xerus
"x,e,r,u,_,_,_,_,_,_",xerus
"x,e,r,u,s,_,_,_,_,_",xerus
"x,_,_,_,_,_,_,_,_,_",xeric
"x,e,_,_,_,_,_,_,_,_",xeric
"x,e,r,_,_,_,_,_,_,_",xeric
"x,e,r,i,_,_,_,_,_,_",xeric
"x,e,r,i,c,_,_,_,_,_",xeric
"x,_,_,_,_,_,_,_,_,_",xanthan
"x,a,_,_,_,_,_,_,_,_",xanthan
"x,a,n,_,_,_,_,_,_,_",xanthan
"x,a,n,t,_,_,_,_,_,_",xanthan
"x,a,n,t,h,_,_,_,_,_",xanthan
"x,a,n,t,h,a,_,_,_,_",xanthan
"x,a,n,t,h,a,n,_,_,_",xanthan
"x,_,_,_,_,_,_,_,_,_",xenial
"x,e,_,_,_,_,_,_,_,_",xenial
"x,e,n,_,_,_,_,_,_,_",xenial
"x,e,n,i,_,_,_,_,_,_",xenial
"x,e,n,i,a,_,_,_,_,_",xenial
"x,e,n,i,a,l,_,_,_,_",xenial
"y,_,_,_,_,_,_,_,_,_",yang
"y,a,_,_,_,_,_,_,_,_",yang
"y,a,n,_,_,_,_,_,_,_",yang
"y,a,n,g,_,_,_,_,_,_",yang
"y,_,_,_,_,_,_,_,_,_",ya
"y,a,_,_,_,_,_,_,_,_",ya
"y,_,_,_,_,_,_,_,_,_",yakin
"y,a,_,_,_,_,_,_,_,_",yakin
"y,a,k,_,_,_,_,_,_,_",yakin
"y,a,k,i,_,_,_,_,_,_",yakin
"y,a,k,i,n,_,_,_,_,_",yakin
"y,_,_,_,_,_,_,_,_,_",yuk
"y,u,_,_,_,_,_,_,_,_",yuk
"y,u,k,_,_,_,_,_,_,_",yuk
"y,_,_,_,_,_,_,_,_,_",yoga
"y,o,_,_,_,_,_,_,_,_",yoga
"y,o,g,_,_,_,_,_,_,_",yoga
"y,o,g,a,_,_,_,_,_,_",yoga
"y,_,_,_,_,_,_,_,_,_",yatim
"y,a,_,_,_,_,_,_,_,_",yatim
"y,a,t,_,_,_,_,_,_,_",yatim
"y,a,t,i,_,_,_,_,_,_",yatim
"y,a,t,i,m,_,_,_,_,_",yatim
"y,_,_,_,_,_,_,_,_,_",yayasan
"y,a,_,_,_,_,_,_,_,_",yayasan
"y,a,y,_,_,_,_,_,_,_",yayasan
"y,a,y,a,_,_,_,_,_,_",yayasan
"y,a,y,a,s,_,_,_,_,_",yayasan
"y,a,y,a,s,a,_,_,_,_",yayasan
"y,a,y,a,s,a,n,_,_,_",yayasan
"y,_,_,_,_,_,_,_,_,_",yuran
"y,u,_,_,_,_,_,_,_,_",yuran
"y,u,r,_,_,_,_,_,_,_",yuran
"y,u,r,a,_,_,_,_,_,_",yuran
"y,u,r,a,n,_,_,_,_,_",yuran
"y,_,_,_,_,_,_,_,_,_",yunani
"y,u,_,_,_,_,_,_,_,_",yunani
"y,u,n,_,_,_,_,_,_,_",yunani
"y,u,n,a,_,_,_,_,_,_",yunani
"y,u,n,a,n,_,_,_,_,_",yunani
"y,u,n,a,n,i,_,_,_,_",yunani
"y,_,_,_,_,_,_,_,_,_",yesterday
"y,e,_,_,_,_,_,_,_,_",yesterday
"y,e,s,_,_,_,_,_,_,_",yesterday
"y,e,s,t,_,_,_,_,_,_",yesterday
"y,e,s,t,e,_,_,_,_,_",yesterday
"y,e,s,t,e,r,_,_,_,_",yesterday
"y,e,s,t,e,r,d,_,_,_",yesterday
"y,e,s,t,e,r,d,a,_,_",yesterday
"y,e,s,t,e,r,d,a,y,_",yesterday
"z,_,_,_,_,_,_,_,_,_",zaman
"z,a,_,_,_,_,_,_,_,_",zaman
"z,a,m,_,_,_,_,_,_,_",zaman
"z,a,m,a,_,_,_,_,_,_",zaman
"z,a,m,a,n,_,_,_,_,_",zaman
"z,_,_,_,_,_,_,_,_,_",zodiak
"z,o,_,_,_,_,_,_,_,_",zodiak
"z,o,d,_,_,_,_,_,_,_",zodiak
"z,o,d,i,_,_,_,_,_,_",zodiak
"z,o,d,i,a,_,_,_,_,_",zodiak
"z,o,d,i,a,k,_,_,_,_",zodiak
"z,_,_,_,_,_,_,_,_,_",zona
"z,o,_,_,_,_,_,_,_,_",zona
"z,o,n,_,_,_,_,_,_,_",zona
"z,o,n,a,_,_,_,_,_,_",zona
"z,_,_,_,_,_,_,_,_,_",zombie
"z,o,_,_,_,_,_,_,_,_",zombie
"z,o,m,_,_,_,_,_,_,_",zombie
"z,o,m,b,_,_,_,_,_,_",zombie
"z,o,m,b,i,_,_,_,_,_",zombie
"z,o,m,b,i,e,_,_,_,_",zombie
"z,_,_,_,_,_,_,_,_,_",zakat
"z,a,_,_,_,_,_,_,_,_",zakat
"z,a,k,_,_,_,_,_,_,_",zakat
"z,a,k,a,_,_,_,_,_,_",zakat
"z,a,k,a,t,_,_,_,_,_",zakat
"z,_,_,_,_,_,_,_,_,_",zebra
"z,e,_,_,_,_,_,_,_,_",zebra
"z,e,b,_,_,_,_,_,_,_",zebra
"z,e,b,r,_,_,_,_,_,_",zebra
"z,e,b,r,a,_,_,_,_,_",zebra
"z,_,_,_,_,_,_,_,_,_",zikir
"z,i,_,_,_,_,_,_,_,_",zikir
"z,i,k,_,_,_,_,_,_,_",zikir
"z,i,k,i,_,_,_,_,_,_",zikir
"z,i,k,i,r,_,_,_,_,_",zikir
"z,_,_,_,_,_,_,_,_,_",zigzag
"z,i,_,_,_,_,_,_,_,_",zigzag
"z,i,g,_,_,_,_,_,_,_",zigzag
"z,i,g,z,_,_,_,_,_,_",zigzag
"z,i,g,z,a,_,_,_,_,_",zigzag
"z,i,g,z,a,g,_,_,_,_",zigzag
"z,_,_,_,_,_,_,_,_,_",zinc
"z,i,_,_,_,_,_,_,_,_",zinc
"z,i,n,_,_,_,_,_,_,_",zinc
"z,i,n,c,_,_,_,_,_,_",zinc
"z,_,_,_,_,_,_,_,_,_",zulu
"z,u,_,_,_,_,_,_,_,_",zulu
"z,u,l,_,_,_,_,_,_,_",zulu
"z,u,l,u,_,_,_,_,_,_",zulu
